Thinking,Moves,Feature locations,Request Time, Request / Prompt Tokens, response Time, Response Tokens, Latency(milliseconds),Total Tokens,Score_in_every_run
" ""Prioritize harvesting and worker continuity in early game, transition to mid game when meaningful army can be fielded."", \n","""moves"": [\n    {\n      ""raw_move"": ""(2, 0): worker move((0, 0))"", \n      ""unit_position"": [2, 0], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""move""\n    },\n    {\n      ""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", \n      ""unit_position"": [1, 1], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""harvest""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""returning resources to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:30.012857282Z,0,2026-04-12T07:37:33.342910841Z,0,3330,0,""
" ""Economy-first scaling strategy. Prioritize stable harvesting and worker continuity."", ","""moves"": [\n    {\n      ""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"",\n      ""unit_position"": [1, 1],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(2, 0): worker move((5, 6))"",\n      ""unit_position"": [2, 0],\n      ""unit_type"": ""worker"",\n      ""action_type"": ""move""\n    }\n  ]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""returning resources to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:33.350897947Z,0,2026-04-12T07:37:36.431436627Z,0,3081,0,""
" ""Expand economy and transition into mid game. Focus on harvesting, worker continuity, and building barracks."", \n","""moves"": [\n    {""raw_move"": ""(2, 0): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): worker build((3, 3), barracks)"", ""unit_position"": [2, 1], ""unit_type"": ""worker"", ""action_type"": ""build""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""returning resources to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:36.437564624Z,0,2026-04-12T07:37:39.289999135Z,0,2852,0,""
" ""Focus on harvesting and building economy, then transition to mid game by training units."", \n","""moves"": [\n    {""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [1, 1], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 0): worker build((3, 3), base)"", \n     ""unit_position"": [2, 0], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""build""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=4, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""returning resources to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:39.296998540Z,0,2026-04-12T07:37:42.393452047Z,0,3097,0,""
" ""Stabilize economy and start building army."", ","""moves"": [\n{\n""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"",\n""unit_position"": [1, 1],\n""unit_type"": ""worker"",\n""action_type"": ""harvest""\n},\n{\n""raw_move"": ""(1, 0): worker build((3, 3), barracks)"",\n""unit_position"": [1, 0],\n""unit_type"": ""worker"",\n""action_type"": ""build""\n}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:37:42.405149040Z,0,2026-04-12T07:37:45.076563748Z,0,2671,0,""
" ""Early game phase. Focus on stable harvesting and worker continuity."", \n","""moves"": [\n    {""raw_move"": ""(1, 0): worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:45.085522844Z,0,2026-04-12T07:37:47.954670309Z,0,2869,0,""
" ""Harvest nonstop and build barracks at 5 resources. Enter mid game as soon as possible."", \n","""moves"": [\n    {\n      ""raw_move"": ""(1, 0): worker harvest((0, 0), (2, 1))"", \n      ""unit_position"": [1, 0], \n      ""unit_type"": ""worker"", \n      ""action_type"": ""harvest""\n    },\n    {\n      ""raw_move"": ""(5, 6): base train(worker)"", \n      ""unit_position"": [5, 6], \n      ""unit_type"": ""base"", \n      ""action_type"": ""train""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:47.962493115Z,0,2026-04-12T07:37:51.108372284Z,0,3146,0,""
" ""Harvesting and base protection"", ","""moves"": [\n    {""raw_move"": ""(6, 6): enemy worker attack((2, 1))"", ""unit_position"": [6, 6], ""unit_type"": ""enemy worker"", ""action_type"": ""attack""},\n    {""raw_move"": ""(5, 6): enemy base idle()"", ""unit_position"": [5, 6], ""unit_type"": ""enemy base"", ""action_type"": ""idle""},\n    {""raw_move"": ""(1, 0): ally worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 0], ""unit_type"": ""ally worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:51.114971877Z,0,2026-04-12T07:37:54.593899850Z,0,3479,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."", ","""moves"": [\n    {\n        ""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"",\n        ""unit_position"": [1, 1],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""harvest""\n    },\n    {\n        ""raw_move"": ""(6, 6): enemy_worker attack((1, 1))"",\n        ""unit_position"": [6, 6],\n        ""unit_type"": ""enemy worker"",\n        ""action_type"": ""attack""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:54.600950456Z,0,2026-04-12T07:37:57.624890410Z,0,3024,0,""
" ""Continue harvesting and protect base and workers, prioritize resource collection."", \n","""moves"": [\n    {""raw_move"": ""(2, 1): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [2, 1], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""}, \n    {""raw_move"": ""(1, 0): worker attack((5, 6))"", \n     ""unit_position"": [1, 0], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""attack""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:37:57.635096498Z,0,2026-04-12T07:38:00.624428364Z,0,2989,0,""
" ""Protect base and workers, then build economy and army."", ","""moves"": [\n    {""raw_move"": ""(2, 1): worker idle()"", ""unit_position"": [2, 1], ""unit_type"": ""worker"", ""action_type"": ""idle""},\n    {""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 0): worker idle()"", ""unit_position"": [1, 0], ""unit_type"": ""worker"", ""action_type"": ""idle""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:00.631437956Z,0,2026-04-12T07:38:03.978868909Z,0,3347,0,""
" ""Protect base and workers while building up economy, then transition to army production."", \n","""moves"": [\n    {""raw_move"": ""(2, 1): worker harvest((7, 7), (2, 1))"", ""unit_position"": [2, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 0): worker idle()"", ""unit_position"": [1, 0], ""unit_type"": ""worker"", ""action_type"": ""idle""}\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:03.988579516Z,0,2026-04-12T07:38:06.764885076Z,0,2776,0,""
" ""Early game strategy: prioritize harvesting, worker continuity, and stable economy. Enter mid-game when first army can be fielded."", ","""moves"": [\n    {""raw_move"": ""(1, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [1, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base idle()"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""idle""},\n    {""raw_move"": ""(5, 6): base train(light)"", ""unit_position"": [5, 6], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:06.772885464Z,0,2026-04-12T07:38:10.597442026Z,0,3825,0,""
" ""Maintain economy and prepare for expansion."", \n","""moves"": [\n    {""raw_move"": ""(6, 6): attack((1, 1))"", ""unit_position"": [6, 6], ""unit_type"": ""enemy worker"", ""action_type"": ""attack""},\n    {""raw_move"": ""(2, 1): train(light)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""},\n    {""raw_move"": ""(0, 0): attack((5, 6))"", ""unit_position"": [0, 0], ""unit_type"": ""worker"", ""action_type"": ""attack""}\n]\n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(1, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:10.608661633Z,0,2026-04-12T07:38:14.071766635Z,0,3463,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."", \n","""moves"": [\n    {""raw_move"": ""(2, 0): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [2, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(0, 1): worker build((3, 3), barracks)"", \n     ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""build""}\n] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:38:14.083032117Z,0,2026-04-12T07:38:17.087704390Z,0,3004,0,""
" ""Stabilize economy and build army"", ","""moves"": [\n{\n""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", \n""unit_position"": [0, 1], \n""unit_type"": ""worker"", \n""action_type"": ""harvest""\n},\n{\n""raw_move"": ""(2, 1): base train(worker)"", \n""unit_position"": [2, 1], \n""unit_type"": ""base"", \n""action_type"": ""train""\n}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:17.101815197Z,0,2026-04-12T07:38:19.919872238Z,0,2818,0,""
" ""Stabilize economy and plan army composition. Harvest remaining resources to meet production needs."", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}, \n    {""raw_move"": ""(2, 0): worker harvest((0, 0), (2, 1))"", ""unit_position"": [2, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""}, \n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:19.935995647Z,0,2026-04-12T07:38:23.915758709Z,0,3980,0,""
" ""Prioritize stable harvesting and worker continuity. Enter mid game as first meaningful army can be fielded."", ","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base train(light)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""},\n    {""raw_move"": ""(2, 0): worker harvest((7, 7), (2, 1))"", ""unit_position"": [2, 0], ""unit_type"": ""worker"", ""action_type"": ""harvest""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:23.923215497Z,0,2026-04-12T07:38:27.735359067Z,0,3812,0,""
" ""Continuing early game strategy, focusing on resource gathering and unit continuity."", ","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [3, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:27.742545970Z,0,2026-04-12T07:38:30.339371416Z,0,2597,0,""
" ""Maintain economy and prepare for mid-game army deployment"", ","""moves"": [ {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", ""unit_position"": [0, 1], ""unit_type"": ""worker"", ""action_type"": ""harvest""}, {""raw_move"": ""(2, 1): base train(worker)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}, {""raw_move"": ""(2, 0): worker move((5, 6))"", ""unit_position"": [2, 0], ""unit_type"": ""worker"", ""action_type"": ""move""} ] }","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:30.344852213Z,0,2026-04-12T07:38:33.783490836Z,0,3439,0,""
" ""Prioritize resource gathering and base expansion. Train light units to defend against enemy workers."", ","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((2, 1), (0, 0))"", ""unit_position"": [3, 5], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base train(light)"", ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:33.790163339Z,0,2026-04-12T07:38:36.459570717Z,0,2669,0,""
" ""Expand economy, protect base and workers. Field first army."", \n","""moves"": [\n    {""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [3, 4], ""unit_type"": ""worker"", ""action_type"": ""harvest""},\n    {""raw_move"": ""(2, 1): base train(light)"", \n     ""unit_position"": [2, 1], ""unit_type"": ""base"", ""action_type"": ""train""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:36.466350420Z,0,2026-04-12T07:38:39.125706188Z,0,2659,0,""
" ""Early game strategy: prioritize stable harvesting and worker continuity. Ensure a safe base setup before expanding."", ","""moves"": [\n    {\n        ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"",\n        ""unit_position"": [0, 1],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""harvest""\n    },\n    {\n        ""raw_move"": ""(2, 0): worker move((0, 0))"",\n        ""unit_position"": [2, 0],\n        ""unit_type"": ""worker"",\n        ""action_type"": ""move""\n    }\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:39.133679792Z,0,2026-04-12T07:38:42.254619865Z,0,3121,0,""
" ""Economy-first scaling. Prioritize stable harvesting and worker continuity."",  \n  ","""moves"": [  \n    {  \n      ""raw_move"": ""(0, 1): worker harvest((0, 0), (2, 1))"",  \n      ""unit_position"": [0, 1],  \n      ""unit_type"": ""worker"",  \n      ""action_type"": ""harvest""  \n    },  \n    {  \n      ""raw_move"": ""(2, 1): base train(worker)"",  \n      ""unit_position"": [2, 1],  \n      ""unit_type"": ""base"",  \n      ""action_type"": ""train""  \n    }  \n  ]  \n}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 1) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(2, 0) Ally Worker Unit {current_action=\""moving to (0,0)\"", HP=1}""]",2026-04-12T07:38:42.261930569Z,0,2026-04-12T07:38:45.568875151Z,0,3307,0,""
" ""Stable harvesting and base defense in early game."", \n","""moves"": [\n    {""raw_move"": ""(0, 2): worker harvest((0, 0), (2, 1))"", \n     ""unit_position"": [0, 2], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""harvest""},\n    {""raw_move"": ""(1, 0): worker attack((5, 6))"", \n     ""unit_position"": [1, 0], \n     ""unit_type"": ""worker"", \n     ""action_type"": ""attack""}\n]}","[""Feature locations:"", ""(0, 0) Neutral Resource Node {resources=19}"", ""(7, 7) Neutral Resource Node {resources=20}"", ""(2, 1) Ally Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(5, 6) Enemy Base Unit {resources=5, current_action=\""idling\"", HP=10}"", ""(0, 2) Ally Worker Unit {current_action=\""idling\"", HP=1}"", ""(6, 6) Enemy Worker Unit {current_action=\""idling\"", HP=1}"", ""(1, 0) Ally Worker Unit {current_action=\""idling\"", HP=1}""]",2026-04-12T07:38:45.580076754Z,0,2026-04-12T07:38:48.447615420Z,0,2867,0,""
